,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentaires
296,16-01-2021,13,Versux09,9.13,10,8,9,10,10,9,9,10,8," Arrondissement parfaitement desservi par de nombreux métro et bus,  qui nous mènent aux beaux quartiers très rapidement
- Les restaurants asiatiques sont fabuleux (les meilleurs du pays)
- J'habite dans un quartier proche de la Butte-aux-Cailles : excellente vie de quartier
- Beaucoup de parcs : Parc Kellermann,  Square René le Gall et proximité du parc Montsouris.
- Excellents collèges et lycées
- Le quartier des Peupliers est paisible (parfait pour une jeune famille comme la notre)
- Beaucoup de très beaux cinémas : Les Fauvettes,  L'Escurial.
- Grand et beau centre commercial (Italie 2)
- Très propre,  contrairement aux clichés sur la ville de Paris
- Les fresques de Street Art sur le Boulevard Vincent Auriol
- Toutes les boulangeries de l'avenue d'Italie sont exceptionnelles : mention spéciale pour ""Pains et Passion""
- La médiathèque Jean-Pierre Melville fait partie des meilleures de France."
297,14-01-2021,13,iKolsi,8.94,10,9,8,9,10,9,6,10,9,"ôté transport,  nous sommes gâtés par rapport à d'autre arrondissement : bus (67,  21,  27,  62,  64. ..) Trame T3a,  RER B.

Beaucoup de marchés, presque chaque jour dans un coin différent ( pas trop loin)

Beaucoup de boulangeries 😊 miam miam

Restaurants asiatiques on en parle pas: délicieux."
298,10-01-2021,13,Miguel Le Lama,9.56,9,9,9,10,10,10,8,10,8,"ualité de vie exceptionnelle. J'y habite depuis 5 ans et je vis au paradis. Excellents commerces de proximité et parfaitement desservi. A 20 min à pied des magnifiques paysages du Vème arrondissement.
Le quartier de Glacière est magnifique en été et l'avenue des Gobelins est l'une des plus belles de la capitale.
Un des plus beaux arrondissement de Paris."
299,13-12-2020,13,Marre,2.56,7,0,8,8,2,0,8,8,0,'était un arrondissement agréable il y a 15 ans c'est devenu du grand n'importe quoi.
300,10-12-2020,13,Annie Cordy,9.44,9,9,9,9,9,10,9,9,8,"a fait seulement 3 ans que j'habite sur l'avenue de Choisy et je suis très rapidement tombé amoureux de cet arrondissement à l'ambiance si unique.

Chaque quartier de l'arrondissement dégage une sensation particulière que l'on ne retrouve nulle part ailleurs. Le quartier de la Maison Blanche et de la Poterne des Peupliers, reste pour moi un immense coup de coeur. Et puis, l'immense quartier populaire surnommé ""de La Gare"" garde encore et toujours le même statut de quartier ouvrier, comme il l'était au XIXème siècle. Le quartier Jeanne-d'Arc/Nationale/Dunois par exemple, notamment en jour de marché, garde encore une atmosphère de village modeste en plein dans la métropole que je n'ai pour l'heure retrouvé nulle part ailleurs.

Et que dire de l'immense quartier chinois, si important dans mon coeur ? Je pourrai passer des heures à arpenter l'avenue de Choisy ou l'avenue d'Ivry. Et puis la dalle des Olympiades, contrairement à ce que les médias essaient de faire croire, est un lieu extrêmement calme où il fait bon vivre, qui dégage une ambiance de cité comme il en reste très peu en France. Et entre le très beau parc de Choisy, le parc Kellerman, le Square René le Gall (et 15 autres et jardins et squares!) en terme d'espaces verts, rien à dire aussi !

Ce n'est peut-être pas le plus bel arrondissement de Paris, mais il restera à jamais mon préféré !"
301,13-10-2020,13,206Merguez,3.94,6,2,7,7,4,3,2,9,2,"oints de commerces et restaurants nombreux, Italie 2 et Géant Massena.
Quartier bien desservi grâce au métro, bus et tram."
302,15-09-2020,13,Lucette77,6.13,7,5,7,9,10,5,8,7,5,"ibliothèque nationale, bord de Seine, transport (bus, métro 14 et 6, rer), très bonne école primaire Jeanne d'Arc (la rouge), place Jeanne d'Arc sympa pour les petits commerces indépendants et son esprit village, Tang frère à une station de métro (olympiade), piste cyclable jusqu'à Vincennes, commerçants sympathiques."
303,07-09-2020,13,Spika,3.06,3,2,3,7,3,3,3,3,1,a Proximité des cinémas et de l'hôpital pitié salpêtrière.
304,30-08-2020,13,Flowerpower,6.06,8,2,7,8,8,6,7,7,2,"uartier corvisart gobelin : tout à portée de main, très bon aménagement de pistes cyclables, mixité sociale réussie, assez central et accès aux parcs et jardins plutôt facile. Quartier facile à vivre, en journée."
305,19-08-2020,13,JojoL'Asticot,6.38,9,7,7,8,10,6,7,6,0,"out est très bien desservi : bus vers la Sorbonne Panthéon (20min), tram vers Cité universitaire (15min), métro vers centre de Paris (10-15min), vers la gare de Lyon (5min) ou vers gare Montparnasse (15min). Rien à redire de ce côté-là, car idéalement placé.

Quartier et population asiatique agréables.

Universités assez proches, dont INALCO; centre commercial à Italie 2; côté bibliothèque très jeune et branché. Forte présence de communautés africaines diverses qui vivent comme au bled, mais ils ne sont pas bien méchants.

Présence de docteurs, de labos d'analyses, de dentistes, psys, etc.

Il y a un peu de racailles, comme partout, mais quand on vient du sud on se rend compte que les parisiens sont des enfants de chœur à ce niveau là (bien que plus nombreux).

J'ai fini par me sentir chez moi dans le 13ème arr malgré certains points négatifs non négligeables."
306,11-08-2020,13,Portbou,7.19,7,6,6,8,7,8,5,8,4,"ontexte: quartier Glacière-Tolbiac.
Mon quartier est globalement agréable, avec beaucoup de commerces de bouche traditionnels, ce qui n'est pas le cas dans tout l'arrondissement. Le marché du bd Blanqui est de qualité. On trouve facilement du très bon pain.
Le bâti est hétérogène, ce n'est pas un quartier patrimonial, mais il y a quelques beaux hausmanniens, et les résidences des années 60, bien qu'assez moches, ont souvent des espaces verts.
Mes enfants ont fait leur scolarité entièrement dans le public sans souci particulier (mais il faut choisir avec soin les options au collège pour échapper à des classes bas de gamme). Enseignants inégaux, comme partout.
Pour la culture: il pourrait y avoir plus de choses. Le théâtre 13 ne suffit pas. Le maire met en valeur le ""street art"". Qui cela intéresse-t-il?"
307,06-08-2020,13,dydy13,7.44,8,6,9,6,10,7,9,9,6,"ommentaire qui vaut pour le sud du 13ème (Porte Ivry, Choisy)

Cela fait désormais 13 ans que je vis dans une des tours de porte d'Ivry. Si je suis encore là c'est que je m'y plais, malgré pas mal de points négatifs.

- Géant Casino : le seul hypermarché de Paris est ici
- Transports : T3, Métro7, 14, arrivée du tramway T9
- Proximité avec le sud de Paris et accès au périphérique
- Commerces nombreux
- Restaurants
- Nombreuses écoles."
308,14-07-2020,13,zorglub,4.06,5,1,4,7,8,3,7,9,0,"étro, tramway, ligne 14 ( bientôt jusque Maison Blanche )
Géant casino, les restaurants Asiatiques
Les Asiatiques ( qui malheureusement sont de plus en plus nombreux à quitter ce quartier )."
309,11-07-2020,13,Cabano Kid,7.75,7,9,4,7,7,9,6,7,5,"uartier Glacière-Arago. Tranquille, petits commerces de proximité suffisants, quelques espaces verts.
Plutôt résidentiel.
Transports pratiques : Bus 21, 59, 83, voire 91. Métro Glacière, ligne 6, ou Gobelins, ligne 7.
Pas de problème pour la scolarité.
Nombreux hôpitaux ! (Cochin, Ste Anne, La Salpétrière, etc.)
Voirie généralement bien nettoyée."
310,05-02-2022,14,francheval,8.81,7,8,7,10,10,9,10,9,8,"rrondissement sympathique,  aéré et très sûr pour la moyenne Parisienne,  avec un riche patrimoine culturel.

Nombreux anciens ateliers d'artistes dans le quartier Montparnasse,  et villas Bauhaus ou Art Nouveau cachées dans des impasses autour du parc Montsouris. Attractions insolites comme les Catacombes,  l'Observatoire,  la Fondation Cartier et la Cité Universitaire. Plein de tombes célèbres au cimetière du Montparnasse situé au pied de la tour. Coulée verte autour de la Petite Ceinture.

Encore plusieurs cinémas autour du boulevard Montparnasse,  théâtres rue de la Gaité et boulevard Edgar Quinet,  librairies,  commerces et restaurants nombreux et variés avec notamment la fameuse rue Daguerre. Population plutôt intello,  très marquée ""rive gauche"". Relative proximité du Quartier Latin,  du jardin du Luxembourg et du quartier chinois du 13ème.

Plein de médecins,  de labos et dispensaires,  et plusieurs hôpitaux. Transports publics au top,  avec les lignes 4,  6 13,  et le RER B. Outre la gare Montparnasse,  l'accès aux deux aéroports est direct par RER ou bus. Centre commercial Gaité avec Darty,  et Fnac rue de Rennes facilement accessible."
311,31-01-2022,14,JeromeParisRavel,9.06,10,8,9,10,10,9,8,9,9,"'habite dans le 14e vers la place Denfert-Rochereau. Ce que j'apprécie ce sont les commerces nombreux et variés,  les espaces verts (parc Montsouris,  parc de l'Observatoire par exemple),  les transports (métro,  RER,  Orly BUS). C'est un arrondissement où on se sent encore en sécurité,  du moins dans la partie où j'habite. L'hypercentre n'est pas très loin (15 mn à pied),  et on est  à proximité des meilleurs lycées (Lavoisier,  Louis le Grand,  Henri IV)."
312,18-11-2021,14,Woody75,7.63,8,10,8,10,6,8,4,6,6,"abitant dans le quartier de Pernety,  j'attribuerais une note supérieure à pas mal de coins de l'Est et du Nord parisien (j'ai longtemps vécu à Montmartre et dans le centre,  côté 10ème).

Le quartier est plutôt mignon : la rue Raymond Losserand,  la rue des Thermopyles,  c'est joli et varié.

Je ne sors quasiment pas dans le reste de l'arrondissement car il n'y a rien à y faire. Heureusement,  la 13 est rapide et les grandes places de la rive droite sont à moins d'une demi-heure (les trajets ne sont pas plus longs qu'en habitant là-bas)."
313,13-11-2021,14,Corbat,4.75,7,5,7,7,9,3,7,7,3,"e commentaire précédent résume parfaitement bien la situation : un arrondissement coupé maintenant en 2.
Une zone nord encore "" chic"" et une zone sud qui part totalement à vau l'eau (islamisation galopante,  nuisances sonores épouvantables..)

Et une mairie aux abonnés absents qui se fout totalement de l'avis de ses administrés."
314,02-11-2021,14,Michel,8.75,8,10,8,8,8,9,8,9,9,"es voisins m'ont montré ce site,  le classement des villes dans la notation. J'ai donc appris,  grâce à ce site,  qu'Aulnay-sous-Bois,  Que Paris 19ème,  Que Paris 20ème et j'en passe,  sont bien mieux notés que Paris 14ème... bon,  d'un côté tant mieux,  si ça peut effrayer quelques bobos,  et qu'on reste encore préservé de la ville musée c'est une bonne chose !

 Sinon,  je me demande où est l'objectivité de toutes ces notations,  à croire que,  comme dit dans les quelques commentaires précédents,  le 14eme ne se résume qu'au Bd brune,  et aux cités ZUP de Vanves etc etc.  Pourquoi le 15eme arrt voisin est presque à 8/10 de moyenne,  alors que lui aussi comporte des zones sensibles (Balard, Périchaux,  Falguière) ? C'est le cas de tous les arrondissements excentrés qui bordent le périphérique malheureusement.
Mais une note si basse,  plus basse que le 19ème et Aulnay sous bois,  pour cet arrondissement que j'ai toujours habité,  ça me fait quand même mal au coeur,  on ne peut pas le résumer qu'aux portes !
Venez faire un tour à Montparnasse,  à Raspail,  à l'observatoire pour flâner ou bien à Gaîté ou Daguerre pour les commerces. Vous verrez... on est loin du marché d'Aulnay sous bois !

Quand je raconte qu'ici,  mes voisins me disent bonjour quand je les aperçois Rue Daguerre,  que mes commerçants me connaissent bien,  on me croit à peine... et pourtant,  c'est aussi ça le 14ème,  un village d'habitués !
Il y a également une forte vie associative ce qui permet de faire aisément des rencontres: cela nous fait presque oublier qu'on est dans la ville la plus dense au monde !"
315,30-10-2021,14,Le 14eme,8.88,8,9,8,9,10,9,8,9,9,"e 14ème c'est grand et donc très disparate d'un endroit à un autre (comme le 13è,  15è,  17è...)
Il y'a certes des problèmes,  qui sont présents depuis des années,  notamment vers les maréchaux proche du périphérique (en même temps,  qui souhaitent habiter ici ?). Mais Quand je vois certains commentaires et notes (4 de moyenne pour l'environnement ? Et 5 pour la sécurité dans le 14eme ?) je me demande si on vit au même endroit,  ou si les notations viennent tous des habitants du sud ouest de l'arrondissement (Porte de Vanves par ex). .. Je vais donc noter mon quartier que je connais très bien pour y être depuis pas mal d'années,  et qui représente une bonne partie du 14è où il fait bon vivre,  entre Montparnasse et St-Jacques et de Denfert vers Montsouris.

SÉCURITÉ : J'ai vécu dans le 16ème Nord quelques années,  et je peux vous dire que je me sens limite mieux ici en terme de sécurité. Déjà,  il y a toujours du monde (beaucoup de transit à Denfert et Montparnasse) et Il n'y a pas de bandes de jeunes dans le nord du 14è qui viennent faire je ne sais quoi comme on peut le voir au Trocadéro ou sur la place de l'étoile en journée ou le soir. On semble tous attachés à la qualité de vie qu'on a du côté de Montparnasse/Quinet - Daguerre,  regardez autour de vous,  de jour comme de nuit,  on a pas l'air d'être terrifiés... alors 5 en sécurité,  c'est vraiment exagéré,  en tout cas pour le nord du 14. Si c'était Stalingrad ou Barbès,  le prix au M2 ne frôlerait pas les 14K-15K pour des biens vers Denfert et Montparnasse.

TRANSPORT: il y a tout,  métro,  bus,  trains,  gare Montparnasse,  gare RER à Denfert,  tram au sud. .. quoi de plus ?

ENVIRONNEMENT: oui,  beaucoup de circulation car périphérique à proximité. Mais,  ça reste un arrondissement très vert au nord: Cimetière,  Montsouris,  Cité U,  Serment de K,  Et de nombreuses allées vertes,  je m'y sens bien personnellement,  je respire comparé au centre de Paris.

COMMERCES: j'ai rarement vu autant de nourriture et de magasins au m2. Marchés à mouton-D.,  Edgar-Q,  Daguerre,  l'avenue du Général Leclerc,  Alésia... pour ne pas trouver son bonheur,  faut le faire ! Seul hic,  ça s'est vachement boboïser ces dernières années,  j'ai vu la différence,  et donc,  les prix.. mais bon,  c'est ça Paris aujourd'hui !

SANTÉ: Port royal, Cochin,  Ste Anne,  Necker à 5min..."
316,17-10-2021,14,darpa,4.19,7,1,2,6,8,4,1,7,3,"es transports, les commerces."
317,14-10-2021,14,G75014,7.81,7,7,8,8,8,8,7,8,8,"es transports en commun,  nouvelles lignes de bus,  automatisation ligne 4,  nombreuses pistes cyclables
Les commerces de bouche et les autres
Le parc Montsouris
Le calme vers st jacques et glacière
De larges axes pour les piétons et une densité plus faible en moyenne vers saint Jacques (appréciable pendant le covid)."
318,26-07-2021,14,Denfert,8.94,7,9,8,9,9,9,9,10,10,"omme beaucoup d'arrondissements parisiens,   ambiance hyper différente d'un quartier à l'autre. Visiblement,    je suis du « bon côté » du XIVè,    je comprends donc les avis négatifs pour les habitants de Porte de Vanves etc...
Mais,    voyons aussi le positif,   un peu sous estimé:
Note pour le quartier Raspail/Denfert/St-Jacques/Alésia-Gal Leclerc/Daguerre - Mouton Duvernet.

-Ayant vécu dans pas mal d'arrondissements,   toute la zone mentionnée ci dessus,   représente de loin le meilleur quartier de Paris pour moi. Pas trop guindé,   pas trop populaire,   familial,   des jeunes couples,   des étudiants,   des célibataires,   des personnes âgées: il y a de tout,    l'impression de se retrouver dans le « vrai » Paris des parisiens qui ont leurs habitudes.
-Les commerces de bouche sont extrêmement nombreux,    de très bonne qualité,    une vraie vie de quartier,   pas besoin de sortir du 14è !
-De nombreux bars,   restos,   des adresses « à la bonne franquette » super sympas,   de véritables institutions du côté de Montparnasse (rotonde,   dôme...)  et tout ça,   loin de l'agitation touristique du centre parisien. La culture omniprésente (théâtres,    cinémas...).
-Un environnement verdoyant: Le cimetière,    Le parc Montsouris,    les Grands Boulevards arborés (St-Jacques/Raspail),    de charmantes villas,    le charme Haussmannien (Raspail/Denfert/Alésia) pas besoin d'aller à Montmartre,    c'est encore plus dépaysant ici !
-Transport: Le gros Hub côté Denfert avec RER B,    métros 4-6,    Orlybus,    lignes de bus à foison,    de même côté Montparnasse... bref,    un châtelet BIS,  sans les nuisances.
-La localisation du XIVè: proche du magnifique Vè et de ses écoles,    Le Luxembourg accessible à pied,    pas très loin du centre également.
-Sécurité: Le secteur Denfert est animé jusqu'à 2h du mat' par une population qui ne pose pas soucis contrairement aux quartiers ultra touristiques: on y croise des jeunes qui font la fête,    des touristes avec valises qui prennent les dernières navettes pour Orly,   mais aussi des personnes âgées qui font une balade car insomnie ou des tailleurs-Costumes cravates qui rentrent après un resto. Honnêtement,   je ne me suis jamais senti mal à l'aise,   ou en « danger » en 20 ans,   de jour comme de nuit,  pourvu que cette quiétude dure encore."
319,26-05-2021,14,lambda,2.44,3,0,6,8,8,0,5,5,4,"ôpital,  transports,  parcs,  commerces. "
320,05-05-2021,14,BalthazarPicsou,6.94,6,6,8,8,9,6,9,10,7,"ans l'ensemble plutôt bon.
Je trouve le précédent commentaire franchement exagéré,  même si cela peut éventuellement refléter une petite partie de l'arrondissement (sud-ouest)
TRANSPORTS: Impeccable au niveau des transports en commun (vive Paris) mis à part quelques éventuels bouchons aux heures de pointe mais rien de grave.

SPORT: Pas grand chose de négatif à dire c'est pas mal du tout (éventuellement l'offre peut être légèrement inférieure à la demande à la limite)

SANTÉ : Pas grand chose à dire de négatif,  on a tout ce qu'il faut pas de difficultés pour se soigner et peu de délai d'attente.
Néanmoins j'ai un peu envie de me plaindre par rapport à ce rejet brutal du traitement du scientifique marseillais observé dans les hôpitaux parisiens...

CULTURE: OK
Les avantages de la capitale là encore.

ENVIRONNEMENT: Correct dans l'ensemble même si cela reste Paris... Donc forcément air pollué (les désavantages de la capitale cette fois).
Architecture de l'arrondissement parfois étrange entre mélange de bâtiments anciens très jolis et bâtiments récents parfois très laids (surtout les immenses ensembles HLM rue Alésia près du 15eme par exemple ou encore vers porte d'Orléans).
Quelques parcs comme Montsouris par exemple."
321,02-05-2021,14,Petit-Louis,2.25,2,1,2,8,4,1,2,6,3,"ucun,  Ce quartier qui était un joli village de petits commerces d'industries et d'artistes n'est plus et cela du fait d'une volonté politique"
322,14-04-2021,14,AZURELLA,8.81,8,7,9,9,8,9,9,10,9,"rrondissement hyper familial surtout prés du parc Montsouris, l'avenue René Coty, le coté Denfert Rochereau St Jacques ! hyper commerçant, l'incontournable rue Daguerre : poissonnier, traiteur,  fromager, boucher et tant d'autres ! l'avenue du général Leclerc qu'on appelle l'Avenue bourrée de magasins qui se renouvellent aux larges trottoirs,  les espaces verts le parc Montsouris, la cité u, beaucoup de lignes de métro de rer, le tram, proche des autoroutes et d'Orly, de nombreuses écoles et lycée, la célèbre rue d'Alésia très commerçante et la porte d'Orléans, un havre de verdure de calme en plein Paris ! les meilleurs boulangers de Paris qui ont souvent servi l'Elysée ! c'est un grand village où tout le monde se connait, de nombreux artistes y ont vécu, Brel, Brassens, Françoise Hardy, Jacques Dutronc, etc... la qualité de vie indéniable."
323,27-03-2021,14,CLEM75,8.44,8,8,9,10,10,8,9,10,7,"rrondissement familial. On trouve absolument tout dans cet arrondissement : Théâtres,  cinémas,  Parc... De nombreux commerces bars et restaurants: rue Daguerre, Gaité Montparnasse Vavin, Raspail Edgard Quinet avenue du général Leclerc Alesia... De nombreuses grandes surfaces carrefour Lidl Franprix Monop... et des enseignes Bio.

Il y a beaucoup de monde mais vous pouvez vous détendre tranquillement et faire du sport au parc Montsouris à la cité internationale ou sur la petite ceinture,  la coulée verte..."
324,27-03-2021,14,UnParisien,7.94,8,7,8,9,8,8,8,9,6,"e 14eme arrondissement est un quartier agréable de Paris,  bien desservi par la 13 et la 4 et bus 62 et 58,  59.
Bonne qualité de vie.
Peu,  pas,  bruyant au niveau de Plaisance.."
325,25-03-2021,14,Erzieher45,7.56,7,7,8,8,8,8,7,8,4,"e vis dans le 14e arrondissement depuis le début de l'année scolaire et je m'y plais vraiment,  malgré la situation sanitaire actuelle (épidémie de Covid-19). Les commerces sont nombreux,  le 5e où je me rends pour les cours n'est pas loin,  les endroits charmants où se promener sont nombreux,  le parc Montsouris n'est pas loin."
326,21-03-2021,14,super tomate,4.13,6,3,5,7,5,3,7,4,5,"e quartier Plaisance est encore plus ou moins supportable mais jusqu'à quand? Car ça se dégrade,  tout doucement mais sûrement."
327,26-02-2021,14,Titi Parigo,2.31,4,4,3,3,1,2,3,2,1,"e fut un beau quartier,  bien entretenu et calme mais ça c'était avant."
328,26-02-2021,14,Manoulutece,3.63,2,2,2,4,6,4,2,4,4,"e n'en vois plus. J'habite le quartier Pernety depuis 20 ans,  la qualité de vie dont nous jouissions s'est déplacée au centre du 14 e arrondissement. Peut être qu'autour de la mairie,  dans quelques rues comme la rue Daguerréotype,  la vie est encore agréable. Et peut on encore trouver quelques gâteaux appétissants chez Moisan. L'espace agréable à fondu comme neige au soleil."
329,24-02-2021,14,Dlapana,4.38,4,2,7,7,6,4,4,6,2,"e beaux parcs : Montsouris et côté universitaire
De beaux îlots et chefs d'oeuvres d'architecture.
Arrondissement résidentiel."
330,19-02-2021,14,Ottorino,7.88,7,7,7,8,9,8,7,10,7,"ecteur entre Pernety et Alésia:
- Proximité de Montparnasse
- De nombreux espaces verts de tailles diverses
- Beaucoup de commerces de proximité
- Mixité sociale (autour de Plaisance)

Le 14ème ne fait pas partie des quartiers ""hype"" de Paris mais il fait bon vivre: peu de touristes,  on se sent parfois dans une petite ville à part. Il y a malgré tout de très bonnes adresses de resto et bar (rue Didot,  rue Raymond Losserand etc.)"
331,18-02-2021,14,causette,7.81,7,6,7,8,9,8,8,9,7,"eaucoup de commerces,  des transports en commun,  des espaces verts,  une vraie vie de quartier,  j'y vis depuis plus de 20 ans et y ai élevé trois enfants,  ambiance familiale et tranquille de bonnes écoles."
332,17-02-2021,14,frozen58,6.94,7,7,5,8,7,7,8,7,6,"ombreux commerces à 15 mn,  voir à 5 mn de chez soi. Transports en commun : bus,  métro et tramway accessibles."
333,14-02-2021,14,Buli,9.13,8,8,8,8,8,10,8,10,8,"uartier Plaisance: Très bon quartier,  beaucoup de commerces de proximité,  de cafés,  restaurants et bars sympathiques. Un charme singulier: petites ruelles,  ambiance ""village"". Niveau culture: des librairies sympa,  le cinéma l'Entrepôt,  les cinémas de Montparnasse et du quartier latin pas très loin grâce à la ligne 4 du métro. Beaucoup d'espaces verts: petits jardins,  parcs pas loin : Georges Brassens,  Montsouris."
334,11-01-2021,14,internaute,8.88,9,9,9,9,9,9,9,9,7,"rès proche des commerces,  des écoles. Quartier plein d'activité. Toujours,  plein de monde. Très sécurisé. Les agents administratifs sont très réactifs. La qualité de vie est top,  calme. Très proche des monuments historiques."
335,16-12-2020,14,ViveRaoult,6.69,6,5,8,9,10,6,8,9,4,"u niveau de mes notes vertes:
RIEN A SIGNALER!
Ce sont les avantages naturels de la capitale
Et ceux qui sont pas d'accord allez vivre en province vous verrez la différence..."
336,04-11-2020,14,Alphabet75,6.94,8,8,5,8,5,7,8,10,3,"oici plus de 10 ans que je vis à Paris et j'ai connu plusieurs arrondissements, rive droite comme rive gauche : le 14ème est clairement celui que je préfère. Je dirais qu'il est une bonne synthèse des autres arrondissements de Paris.

Une vie locale, nombreux commerces en tous genres, salles de spectacle (Gaîté-Montparnasse) et de cinéma, Catacombes et Musée de la Résistance, Parc Montsouris, nombreux médecins généralistes et spécialistes, hôpitaux et maternités, bonnes écoles, le centre de Paris en 10 à 15 min en métro, bars, cafés et restaurants de qualité...

On a tout dans cet arrondissement, et on s'y sent en sécurité..."
337,27-10-2020,14,JojoAugustus,7.88,7,7,7,7,8,8,8,10,8,"uartier Petit Montrouge : certes, ce n'est pas le quartier le plus sexy de Paris, mais on y trouve vraiment de tout. Entre les primeurs, magasins bio, bars, restaurants... Sans parler de l'Avenue du Général Leclerc, sur laquelle on y trouve de grandes enseignes..
Il y a aussi la rue Daguerre, un grand Carrefour, un Monoprix et même deux Lidl.

Bien desservi par la ligne 4 et 6, le RER B, et un bon réseau de Bus, sans oublier le Tram.

Proximité avec le Parc Montsouris et autres trouvailles  (villa Alésia, Villa Hallé.. .), Cette partie du 14eme, collé au 6eme, est très sympa à vivre avec beaucoup de cinéma, librairies et autres qui font de ce quartier un endroit sympa."
338,25-10-2020,14,Faith no more,5.38,4,5,5,7,8,5,7,7,3,"ombreux commerces  alentours Daguerre,  général Leclerc,   transports,  quartier central,  fondation Giacometti."
339,18-10-2020,14,Gui75,8.56,9,8,10,10,10,8,8,10,8,"ecteur Alesia / Denfert : Il y a absolument tout dans ce quartier : commerces à profusion grandes surfaces classique et bio, multitude de bars et restaurants dans les quartiers Alésia Denfert rue Daguerre Vavin Montparnasse Gaîté...

On peut se détendre au calme et faire du sport au parc Montsouris à la cité internationale, coulée verte, petite ceinture

Arrondissement très bien desservi par les transports : ligne 4,6,13 RER B et de nombreuses lignes de bus."
340,15-01-2022,15,Boubou,6.31,7,4,5,7,7,7,3,8,4,ommerces et transports plutôt bien présents. Agréable à vivre globalement le quartier reste familial et proche du centre de Paris.
341,07-01-2022,15,anneso,8.63,9,9,9,9,10,9,5,9,6,"e 15e,  quartier Boucicaut : Super.
Quartier très bien desservi par les transports en commun que ce soit le métro ou le bus. Vous pouvez rejoindre le centre de Paris avec la ligne 8 très facilement.
Quartier avec de très beaux immeubles haussmanniens. Les trottoirs sont larges ce qui fait que l'on peut circuler avec des poussettes. Plein de commerces en bas de chez soi,  pas la peine d'aller loin pour acheter sa baguette. Des marchés réguliers que ce soit à Convention,  Saint Charles ou la Motte Picquet.
De très bons établissements scolaires et pas loin du 7è et du 16è si on veut aller à l'école dans ces arrondissements."
342,29-12-2021,15,dbask,8.5,9,7,10,10,8,8,10,10,8," la diversité et l'entente des gens
- beaucoup d'espaces verts
- rues assez propres et poubelles disponibles
- commerçants sympathiques
- le maire est très aimable
- les lycées sont réputés et calmes dans l'ensemble."
343,17-11-2021,15,Sagan,9.38,9,8,8,9,10,10,8,10,8,"onvention/Lecourbe : très bon quartier,  agréable,  vivant,  très commerçant,  familial,  tranquille.
Très bien desservi par les transports (exemples bus 62, 91, 39,  lignes de métro 12 et 8)
J'y habite depuis 22 ans,  je n'ai jamais rencontré de problème,  même en rentrant tard la nuit,  seule."
344,19-10-2021,15,Just,9.13,8,9,9,9,6,10,7,10,8,eaucoup de commerces. Pas de soucis pour trouver des médecins. Bien desservi en transports en commun. Arrondissements paisible plutôt sécurisant. Pas mal de parcs et de verdure.
345,29-09-2021,15,lhlhlhlhl57,9.31,8,7,10,8,9,10,8,10,9,"uper arrondissement,  tout est propre et beau ! Le quartier Volontaire est vraiment génial,  il y a énormément de commerces et de facilités; la fréquentation est bonne."
346,27-09-2021,15,Powertrain,9.5,9,9,9,10,8,10,8,10,9,"près plusieurs années sur Paris,  nous avons acheté un grand appartement dans le 15ème vers Convention,  il y en a de nombreux dans cet arrondissement.
Je trouve que c'est idéal pour une famille,  il y a de nombreux commerces,  restaurants,  le marché plusieurs fois par semaine,  des espaces verts,  écoles,  crèches,  médecins etc."
347,08-09-2021,15,Ernest,8.63,8,7,8,8,10,9,8,9,8," les transports
- les restaurants
- le cadre de vie
- le centre commercial Beaugrenelle
- les parcs
- les quais de Seine
- la proximité du centre de Paris."
348,04-09-2021,15,Barbaofhf,6.56,8,6,5,8,4,7,8,8,2,"ommerces,  métros,  cinémas,  écoles,  théâtres et restaurants  très nombreux et sympa."
349,01-09-2021,15,Alain20,8.81,8,8,8,9,10,9,8,10,8,"xcellent arrondissement pas trop touristique,  en sécurité,  idéal pour habiter.
Tout sous la main,  commerces,  écoles,  crèches.
L'arrondissement est vivant tout en conservant des zones calmes.
Des espaces verts,  dont certains particulièrement agréables : George Brassens,  Saint-Lambert,  André Citroën,  Promenade de la Petite Ceinture."
350,26-08-2021,15,Rose,9.56,9,8,9,10,10,10,9,10,8,"eaucoup de commerces, 
Beaucoup de moyens de transport,
Beaucoup de parcs, 
Beaucoup de restaurants,
Pas mal de bibliothèques/médiathèques d'un bon niveau
Beaucoup d'entreprises,  d'emplois
Relativement calme avec des lieus d'animation bien identifiés
Etablissements d'enseignement d'un niveau correct,  et pour certains de très haut niveau (Ecole Jeannine Manuel)."
351,25-08-2021,15,Philip,6.5,8,5,7,9,8,6,5,9,5,"rrondissement très bien desservi
Commerces
Médecins et cliniques
Très bonnes écoles."
352,30-07-2021,15,Lemuel,9.06,9,8,9,10,10,9,9,10,8,"rès bon arrondissement, 
Logements plutôt grands par rapport au centre de Paris et de nombreux balcons et terrasses ;
Beaucoup de commerces à tous les prix,  grande diversité de restaurants ;
De nombreux parcs et espaces verts (pour Paris),  les bords de Seine
De nombreux moyens de transport : Métro,  RER,  bus,  tramway,  gare Montparnasse
Plusieurs grands hôpitaux,  de nombreux laboratoires d'analyse,  une pléthore de médecins."
