,date,arrondissement,auteur,etoile,education,securite,loisir,viePratique,environnement,commentaire
280,11/02/2021,13,kevin,2.6,0,2,2,2,2,"Très bonne ville, l'arrondissement reste quand même correct comparé à d'autres. Après je pense qu'en terme de sécurité des fois il peut craindre mais quel quartier n'a pas sa part de problèmes ? "
281,29/01/2021,13,ova45,3.6,5,4,3,3,3,Beaucoup trop de pollutions et de monde mais reste une ville tres agrable et touristique et tres pratique pour les transport
282,30/12/2020,13,therese52300,3.8,1,4,4,4,2,Je vois surtout un aspect positif. On brasse de nombreuses nationalités et c'est un vrai dépaysement
283,31/07/2020,13,Cécile,3.6,0,4,3,3,4,"Le quartier est plutôt sympa . Mais dans les bus, pas mal de proximité et de gens impolis . Pas mal de bruits environnants même la nuit ."
284,29/05/2020,13,Gwenaël ,2.2,2,4,1,1,1,"Arrondissement plûtot pas mal,assez de commerce,de sécurité mais il y a beaucoup d'immeuble moderne et pas très jolie."
285,11/04/2020,13,ABC,3.6,1,2,4,4,4,"+ Ville très animée ou l'on ne s'ennuie jamais. Culture, loisirs, vie nocturne
- Ville stressante pour y vivre. Beaucoup trop de monde. Loyers beaucoup trop élevés"
286,09/04/2020,13,Cécile,3,0,2,3,3,2,"Le quartier est agréable et on peut y trouver deux parcs où on aime s'y promener ou pique-niquer.
Les commerces sont à proximité ainsi que les bus et les métros. "
287,01/03/2020,13,sieng13,3.2,5,3,3,3,4,"Nous habitons dans le 13e entre Austerlitz et les Gobelins. Le quartier est bien entouré par les transports, bus, metro et Rer. Il y a le jardin des plantes,  pour oes joggeurs ou balade en famille. Les restaurants sont également nombreux et pas trop loin. On est à bonne distance des lieux parfois trop bruyant. Il y a des écoles et crèche. "
288,30/01/2020,13,Célia,4,0,4,4,4,4,"Habitants sympas
Vie culture agréable
Moyens de transports nombreux
Verdure

Peu de rues avec maisons et jardins
"
289,15/01/2021,14,Léa,3.6,0,3,4,4,3,"Arrondissement très vivant riche en commerces, en transports et activités en tous genres. 
Délinquance qui augmente depuis quelques années 
Population très éclectique "
290,03/03/2022,14,Benjamin,4.2,4,4,5,5,3,"RAS MERCI BEAUCOUP, LE 14 EME EST UN QUARTIER QUE J'AIME BEAUCOUP, la population est vraiment divers, es gens on le sourire, il y a tout, restaurant, cinémas, magasins, tout est très bien dans le 14eme, enfin pour moi biensur"
291,05/02/2022,14,Tephafee,4.2,0,4,4,4,5,"Pollution et bruit
Mais ville bouillonnante et vivante
Magnifique à noël avec mes illuminations
Riche en spectacles, Stands up, pratiques culturelles... pour les curieux "
292,13/12/2021,14,imanefall,4.2,0,5,3,3,4,"Le 14e est un arrondissement bien doté en cinémas et théâtres.

Jardin de l'Aqueduc trés bien pour se détendre
"
293,08/12/2021,14,Lysianna,2.8,3,1,4,4,3,"Beaucoup de commerce de proximité, de transport en communs  et une vie animée. Quelques problèmes de propreté et de nuisance sonore."
294,27/11/2021,14,CorentinB,4,0,4,4,4,4,"Arrondissement calme mais pratique. Beaucoup de commerces, vraie vie de quartier en journée mais calme en soirée."
295,23/11/2021,14,chaymab2,4.2,0,5,4,4,3,La vie est agréable dans le 14. c'est propre et riche en commerces et restaurants. Manque d'espace pour faire du sport.
296,20/11/2021,14,soline,5,4,5,5,5,5,Jolie ville mais parfois je me sens en insécurité. niveau propreté peut mieux faire. La ville reste sublime ! Certains parcs sont magnifiques et nous font oublier quon est en pleine ville
297,20/11/2021,14,MarieSa,4.4,0,4,4,4,4,"Quartier Pernety : Quartier pleins de commerces de proximités, vivant et accueillants ce quartier est très agréable."
298,21/10/2021,14,Annabelle,3,0,3,3,3,3,"Un quartier familiale et de commerce = positif 
beaucoup de circulation avec nuisance sonore = négatif"
299,24/09/2021,14,charbel,0.6,3,0,0,0,0,Excellent quartier ! proche du parc Montsouris c'est très charmant et surtout une atmosphère très calme !
300,22/09/2021,14,Daniel,5,0,5,5,5,5,"C'est excellent pour la vie quotidienne. 
Le transport est super pratique ici. 
Les commerces et les restaurants et bars sont sympa.
Il y a beaucoup de pharmacie, et des hôpitaux . "
301,12/09/2021,14,Chacharly,4,0,4,4,4,4,"Un des meilleurs arrondissement de Paris, tout y est espace verts comme magasins de proximité,les écoles pour les enfants "
302,05/09/2021,14,fruity,4,5,5,2,2,4,"Paris quoi... que dire de plus, c'est sale, c'est dangereux et mal fréquenté, des voleurs, des dealeurs, des mosquées clandestines, etc... paris n'est plus."
303,26/08/2021,14,nataly31,4.2,0,4,5,5,3,J adore ce quartier c est vivant c est super sympa on peut y danser la salsa et faire ses courses meme très tard 
304,07/08/2021,14,Eloise,5,0,5,5,5,5,"Vie de quartier particulièrement agreable surtout au nord d’Alesia( Rue Daguerre, d’enfert, gaité, Montparnasse) 
Malheureusement, depuis quelques années, dégradation du point de vue propreté et il semblerait que la population change au détriment de la classe moyenne! Que deviendra le 14 eme! Mais Je crois que tout Paris subit le même sort!"
305,30/07/2021,14,Chaima,2.2,3,3,3,3,1,"Vie pratique/ tout est à porté de main/ très bien desservi. Quartier très propre et écologique.
Pas assez de centres sportifs"
306,16/07/2021,14,Mlo,3.4,0,4,3,3,3,"C'est un arrondissement avec beaucoup de commerces, de bars, de théâtres& cinémas et transports/infrastructures. Il faudrait un peu plus d'espaces verts"
307,15/07/2021,14,Marie,4.2,0,3,4,4,5,"Quartier très très agréable surtout avec des enfants, tous à proximité, calme et propre et accueillent "
308,26/06/2021,14,Dalia,4,4,4,4,4,4,"Quartier très sale. 
Écoles et lycées publiques médiocres.
Maque de verdure et absence de grands parcs."
309,22/09/2021,14,Chris'007,4,0,3,4,4,5,"Ah ! Bon ? Montsouris, Georges Brassens, square A Giacometti, Ridder-Alésia, A Renoir etc ne vous sont pas accessibles ?
Il vous reste le cimetière du Montparnasse... C'est assez vert !"
310,06/06/2021,14,DANIEL,3.6,0,2,5,5,3,"Un quartier agréable avec tout ce qu'il faut : magasins, loisirs
Surtout le quartier Montparnasse.
Ce sera mieux quand les environs de la tour seront rénovés."
311,27/05/2021,14,ZANA,4.2,4,4,5,5,3,"Habitante du quartier depuis 26 ans, la vie au début était très compliquée : insécurité, voles, dégradations de véhicules et autres, deal de drogues. Depuis quelques temps ça c'est calmé, ça fait du bien. Pour le côté positif : quartier vert, beaucoup de parcs, les arbres, la verdure. Plusieurs commerces de proximités, transports en communs, très pratique, Métro, Tram, Bus.  Pourvu que ça dure."
312,14/05/2021,14,murielle,2.2,0,1,1,1,3,Facilité des transports en commun; des superpermaches pas loin ce qui est relativement rare pour Paris
313,03/05/2021,14,Obi,4,0,4,4,4,4,Un bon arrondissement pour y vivre avec notamment plusieurs parcs pour se poser. Très bien desservi niveau transport.
314,02/05/2021,14,zolami,1.8,5,1,3,3,1,Ville fabuleuse mais qui se perd chaque année. Politique de la ville et choix désastreux pour tout le monde.
315,30/04/2021,14,stpierre,3.4,0,3,4,4,3,Une ville très grande avec tout à disposition mais peu d'arbres et de parc. J'aime les grande étendues et les plan d'eau et je pense qu'il peut avoir plus d'endroits calme.
316,22/09/2021,14,Chris'007,4.6,0,4,5,5,5,"Une idée comme ça. Je suis certaine que vous trouverez un petit lopin de terre où planter votre tente dans le désert d'Atacama. Vous aurez une grande étendue de terre, une grande étendue d'eau (le Pacifique, c'est assez grand ?). Mais question magasins, transports, cinéma, théâtre, écoles, centres sportifs, verdure, c'est hum ! Un peu plus désertique !"
317,24/03/2021,14,Buffy,3.8,5,4,3,3,4,"Insécurité montante, 3 incendies provoqués dans ma rue en 1 an,
aucune salle de sport proche de chez moi, une école en face avec des jeunes qui hurlent toute la journée, des tours de mobylettes jusqu'à 4 heures du matin..."
318,18/03/2021,14,sabrina92120,5,0,5,5,5,5,Tranquille et tendance ce quartier tout à proximité autant les commerces que les transports accessibilité
319,15/03/2021,14,Natlionel ,3.6,0,4,3,3,3,"Trop de monde, circulation, insécurité. Paris n'est plus comme il y a un certain temps. Les gens font n'importe quoi, on se sent bien en sécurité!"
320,10/03/2021,14,Sissi23,4,4,3,4,4,4,"La rue d'Alésia est devenue plus propre. Dommage que parfois on retrouve des masques usagés sur les trottoirs.
Par contre, les trottoirs de la rue Vercingétorix sont souvent jonchés de détritus."
321,10/03/2021,14,Françoise ,3.6,0,3,3,3,4,"Très bel arrondissement. Je vis depuis 33 ans dans le quartier Daguerre. Environnement très verdoyant, nombreux jardins et parcs, beaucoup de commerces de proximité, bien desservi par les transports. Population bien mélangée bien que de plus en plus bobo. Seuls inconvénients : le bruit et les SDF partout."
322,09/03/2021,14,Vdno,4.6,0,5,5,5,4,"Un quartier avec pas mal de resto et de bars , plutôt bien desservi mais tout de meme calme le soir "
323,06/03/2021,14,tet82,4.8,3,5,4,4,5,"Je n'ai pas d'aspects négatifs si ce n'est peut-être la propreté des rues.
En point positif, tout est bien desservi que cela soit en santé, éducation, sport et administratif."
324,28/02/2021,14,Alphabet75,3.2,0,3,3,3,3,"Les + : Parc Montsouris et proximité des Jardins du Luxembourg ; tous les commerces (supermarchés, pharmacies, restaurants et fast foods, habillement, électroménager,...), cinémas et théâtres, nombreux médecins,...
Les - : parcs bondés dès qu'il fait beau, très pollué malgré tout (Porte d'Orléans, périph'), loyers assez élevés"
325,16/01/2021,14,didierv,3,0,2,3,3,3,"Quartier très animé de nombreux commerces et globalement calme, en point négatif il y a souvent des travaux, c est parfois sale mais objectivement la ville néttoie régulièrement mais les parisiens jettent beaucoup par terre.
"
326,11/01/2021,14,Chris,3.8,5,4,3,3,4,Positif: beaucoup de transport en commun et les halles tous prét  et negatif: trop de circulation et pollution.
327,30/12/2020,14,Quentin M,3.8,0,2,4,4,4,"Quartier calme, familial et cosmopolite où l'on s'y sent bien, en sécurité, et sans trop de touristes ce qui fait qu'on peut s'y balader tranquillement et voir de beaux endroits."
328,25/12/2020,14,Lorens17,2.8,0,3,4,4,2,Je trouve que le 14e est un quartier hyper sur et pratique avec pleins de commerces accès aux transports mais oui la vie est chère à Paris. Même près des portes ce n'est pas comme dans le nord.
329,10/12/2020,14,Sissi23,4,3,5,3,3,3,"Proche des commerces et des transports en communs
rue en sens unique depuis quelques mois au profit des vélos et bus
déchets mis sur les trottoirs ainsi que des encombrants"
330,06/12/2020,14,clashdandyy,3.8,0,4,5,5,2,"J'aime ma ville c'est une des plus belles du monde, mais on ne s y sent pas forcément en sécurité partout, cependant mon quartier du 14 Eme est un des endroit que je préfère , fleuris, calme , familiale et bien desservis "
331,19/04/2020,14,Un mec,5,1,5,5,5,5,"Arrondissement assez jolie,un belle arrondissement,quel rue moyen mais d'autre sont très jolies,très bien dans l'ensemble."
332,24/01/2021,15,Patis15BG,5,3,5,5,5,5,"Très bon arrondissement, nombreux parc (André Citroën, Georges Brassens, petite ceinture, Suzanne Lenglen), transports au top, métro, Gare Montparnasse, tramway, bus. Nombreux quartiers commerçants (rue des entrepreneurs, convention, etc)....
Seul ombre au tableau les bandes de racailles de Vanves qui viennent s’affronter au niveau du centre commercial Beaugrenelle (voir affaire Yuriy)..."
333,21/02/2022,15,Brieux,5,1,5,5,5,5,Belles arrondissements il faut encore l’améliorer pour les jeune car beaucoup d’activités sont hors de prix manque de vie nocturne pas assez de bar de nuit 
334,20/02/2022,15,Anis,4.4,0,5,3,3,4,"Agréable arrondissement , beaucoup de commerces à proximité de mon lieu d’habitation. Quartier bien fréquenté en général et très animé. Il manque un peu d’espace vert"
335,20/02/2022,15,Gwen,4,4,4,4,4,4,Arrondissement agréable familiale est dotée de nombreux services de proximité dans le quartier beaucoup elle manque de boulangerie et de bonnes pâtisseries
336,13/02/2022,15,PIERRE MASSET,4.6,0,4,4,4,5,"Un quartier sans soucis et aux services complets (restaurants, commerces, éducation, santé...) pour tout type de besoin. Convient à toute génération. "
337,05/02/2022,15,byzby,4.4,0,5,4,4,3,"Top
le 15ème est globalement très très bien. Il y a un esprit village tout à fait charmant. Un ou 2 endroits sont un peu moins bien. Le maire est très dynamique."
338,29/01/2022,15,Céline,4.2,3,3,4,4,5,"Quartier très vivant , très agréable, il y a tt a proximité, cinéma, bowling, commerce, restaurant , centre commercial , vraiment tt, pas besoin d aller ailleurs."
339,25/01/2022,15,Garance,2.6,1,3,2,2,3,"C'est un quartier agréable et tranquille, on s'y sent en sécurité.Il y a néanmoins peu de choses à faire, peu de musées, de bars. On y trouve de bons restaurant"
340,23/01/2022,15,Maxime,4.6,0,5,5,5,3,"Très bon quartier à la fois familial, mixte qui est très grand avec des coins différents mais globalement il y a un bon rapport qualité vie. J’ai grandi ici, je trouve que c’est bien pour un étudiant car les loyers ne sont pas trop chers pour la rive gauche, la vie de famille est très bien avec les grands parcs, on se sent en sécurité. Il y a de plus en plus de coins commerçants. J’aime mon quartier "
341,10/01/2022,15,skadz,3.2,3,3,4,4,2,"On trouve de tout dans ce quartier, une piscine, un bowling, de nombreux restaurants et bars, une école d'ingénieur et même la tour eiffel!"
342,28/12/2021,15,Thomas,4,0,4,4,4,4,Quartier de Paris très agréable. Les transports permettent de se deplacer facilement. Toutes les commodités sont proches.
343,27/12/2021,15,Hortense ,3.2,0,1,4,4,3,Le quinzième arrondissement de Paris est très étendu et peuplé correspondant à la population de Bordeaux. Aussi il comporte des quartiers très variés. Il dispose de plusieurs parcs et espaces verts et est bien desservi par les transports en commun.Le nord de l’arrondissement qui borde  le champ de Mars et le 7 eme arrondissement est aéré et agréable. Le quartier de Vaugirard  proche de Montparnasse est animé. La partie sud de l’arrondissement qui abrite le Palais des expositions est plus populaire.
344,23/12/2021,15,Pab,4,5,4,3,3,4,"Pour les démarches administratives (déclaration vol, carte identité...) le service laisse vraiment à désirer. Les conseillés téléphoniques sont odieux et irrespectueux."
345,23/12/2021,15,Florinev,5,0,5,5,5,5,Mon quartier est agréable à vivre et très familiale. Cependant avec les années je le trouve de plus en plus sale et moins respectueux de l'environnement malgré les efforts fait par la mairie
346,22/12/2021,15,HugoZ,3.6,0,4,3,3,3,"Rendre le quartier plus vivant et plus attractif, dynamiser le centre-ville, faire en sorte que le quartier soit plus moderne."
347,21/12/2021,15,petitgris78,3.4,4,3,3,3,3,"Quartier Populaire et commercants, tres bien desservi par le metro, proche des monumenst importants et voies de communications"
348,20/12/2021,15,Denver,3.6,0,4,4,4,3,"Quartier agreable , tout prét des lieux les plus important de paris. les bord de seine est un endroit idéal pour ce promené"
349,17/12/2021,15,NICOLAS,3.6,0,4,2,2,3,Beaucoup de commerces de proximité qui facilitent la vie au quotidien. Les établissements scolaires sont très proches et cela est très pratique.
350,13/12/2021,15,Tiffany ,4,3,4,5,5,4,"Quartier calme avec de nombreux commerces et restaurants de proximité 
Nombreux transports et vélib à disposition. Pistes cyclables "
351,24/11/2021,15,Namine,4.4,0,4,4,4,5,"Quartier familial où l'on se sent en sécurité, mais cela reste Paris donc logements petits et beaucoup de bruit."
352,17/11/2021,15,rachelk,3.6,0,4,3,3,3,"Arrondissement agréable même si des problèmes notamment de propreté persistent, sinon bcp de commerces à proximité"
353,14/11/2021,15,Jeremy,4,5,4,3,3,4,"Bonjour, 
Merci pour le jeu concours en espérant gagner la console de jeux Nintendo switch. 
Cordialement 
"
354,18/10/2021,15,Giorgiana,4.4,0,4,5,5,3,Plutot un arrondisment pour les familles.tranquille pendant la nuit; Le parc George Brassens est sympa pour les pique-niques:
355,12/10/2021,15,Sophie,3.8,0,3,4,4,2,"Le 15ème arrondissement est un quartier contenant beaucoup de parcs ou activités sportives.  Il y a beaucoup de magasins ou de restaurants, ce qui est très agréable! Le quartier est bien desservi par le métro, RER ou bus. Je trouve cependant que c'est assez compliqué de trouver une école adaptée et éducative dans le quartier !
"
356,08/10/2021,15,Adrien,3.6,5,4,4,4,3,"Cet arrondissement est très agréable à vivre.
Manque un peu d’espace vert et des pistes cyclables.
J"
357,06/10/2021,15,Daphné,3.8,0,4,4,4,2,"Quartier calme familiale, tout le nécessaire a proximité. idéal pour les familles ou les couple cherchant de la tranquillité."
358,30/09/2021,15,NICOLAS,3.2,0,3,3,3,3,"Le quinzième arrondissement de la capitale est un arrondissement où il fait bon vivre. Les commerces sont nombreux et très accessibles comme les établissements scolaires.
Tous ces services sont précieux et pratiques.
"
359,26/09/2021,15,Alexandra,4.2,4,3,4,4,4,"J'aime beaucoup vivre dans le 15ème car c'est un quartier familial, avec beaucoup de parcs pour s'aérer l'esprit, des transports multiples et avec de nombreux commerces et même un centre commercial ce qui est rare dans Paris."
360,26/09/2021,15,IzabelleA,4.2,0,5,3,3,4,"Riche offre de loisirs (hors périodes de confinements bien sûr)
Points négatifs : la pollution & la circulation automobile"
361,24/09/2021,15,Nathalie,4,0,5,3,3,4,Quartier calme .cinemas restos mais pas assez de boutiques.stationnement difficile.acces aux grands axes facile .quelques parcs de verdure.
362,20/09/2021,15,Gilles,3.4,4,3,5,5,1,"Le quartier Convention est sûr, bien équipé en commerces, cinémas, cafés. Il manque d'espaces verts. La voirie est extrêmement mal entretenue. Les rues sont sales, en particulier les petites rues qui ne sont nettoyées qu'épisodiquement. Si les petites rues sont tranquilles, le carrefour Vaugirard/Convention est très bruyant."
363,09/09/2021,15,Rodcha,3,0,3,3,3,3,Pas de poubelle de ma rue.  un beau parc à proximité. Plus de banque donc impossibilité de retirer des espèces dans une proximité toute proche.
364,07/09/2021,15,Manudlp,4,0,4,3,3,4,Arrondissement bien tenu mais pas assez de permanence de police nocturne avec une seule voiture pour l’arrondissement.
365,03/09/2021,15,Alexis,4.4,4,4,4,4,4,Top du top ce quartier est calme et paisible accessible grâce aux métros et bus et plutôt bien fréquenté 
366,28/08/2021,15,Sophie,4.2,0,4,5,5,3,Quartier sécurisé et de nombreuses places pour se garer. Par contre pas beaucoup de salles de sport. 
367,26/08/2021,15,Aude ,4.4,0,4,4,4,5,"Quartier sympa mais peu sur. Pas mal de magasin au top, des quartiers pour faire la fête. Une gare sûre "
368,23/08/2021,15,Ilham,4.8,3,4,5,5,5,"Bon quartier. Pleins de chose à faire et du monde dehors. Familiale, sympathique. Presque villageois. TOP TOP"
369,17/08/2021,15,clairouuuu,3.8,0,4,4,4,2,J'adore cete arrondissement. il y fait bon vivre. La qualité des commerces est bonne et il y a egalement beaucup de restaurants !
370,16/08/2021,15,Lilidrop ,4.2,0,4,4,4,4,C'est un quartier de Paris que je trouve charmant pour son côté rapidement retranché de la trepidation de la capitale. 
371,15/08/2021,15,Virginie,4.6,0,3,5,5,5,J'ai vécu 10 ans ds le 15e arrondissement qui es plutôt un très bon quartier parisien. Tout était à proximité.
372,14/08/2021,15,Giorgiana,3.4,1,4,4,4,2,"Quartier très paisible, environnement familiale. LE parc George Brassens est très agréable et bien entretenu."
373,12/07/2021,15,Nico,3,2,3,3,3,3,Ras coin tranquille en résidence secondaire.
374,08/07/2021,15,Nicolas,4,5,4,3,3,3,  La vie parisienne C’est super chouette mais il manque vraiment beaucoup de nature avec l’espace vert
375,08/07/2021,15,Jorge,4,0,3,5,5,3,"Arrondissement bien déservi par les transports en commun et proche du périphérique.
Beaucoup de commerces, jardins, agréable à vivre et une population assez jeune"
376,27/06/2021,15,casimir06,3.6,0,3,5,5,2,"Arrondissement agréable, cadre de vie agréable, quelques problèmes de sécurité, beaucoup de commerces"
377,16/06/2021,15,Stéphanie,4,4,3,5,5,4,"Pas assez d'espace verts, un peu glauque en dessus de Beaugrenelle, pas assez de logements neuf et/ou isolé phonétiquement, pas de double vitrage."
378,04/06/2021,15,AlesiaPlaisance,4.8,0,5,5,5,4,"Le 15ème c'est l'arrondissement le plus peuplé de la capitale(autant que Montpellier..)  Il est relativement vivant avec Montparnasse....et le secteur d'Alésia,Plaisance,Pernety.....    
Mais comme maintenant dans tous les secteurs de la capitale, il y a des secteurs qui craignent un peu(beaucoup pour certains)    ici c'est le secteur des Périchaux avec son ensemble d'immeubles hlm et tout ce qui va avec(trafic de drogue, rodéos,insécurité,bandes...)"
379,04/06/2021,15,Nanou,3.4,0,4,3,3,4,Arrondissement sympa où l'on se sent bien du matin au soir  et du lundi au dimanche. Niveau social assez homogène
380,12/05/2021,15,cdupe,4.8,3,4,5,5,5,"Ville exceptionnelle pour la culture
manque de le verdure dans certains quartier
beaucoup de piste cyclable qui apparaissent un peu partout, parfois a contre sens donc dangereux
ville qui ne veut plus de voiture c'est bien quand on est Parisien mais compliqué quand on vient de provence
se dégrade pour la propreté et les violences dans la rue
"
381,11/05/2021,15,V.mo,3,0,1,3,3,4,"Je ne suis pas de Paris mais m'a ville ne faisais  pas parti du choix, alors voilà j'ai fait comme je pouvez mais "
382,05/05/2021,15,Scib,3.4,0,3,3,3,3,Paris est une grande ville avec beaucoup d activites mais avec de gros soucis de securite et de proprete je trouves
383,03/05/2021,15,Léa,4.4,2,4,5,5,3,"Un super arrondissement, avec des rues animées et d'autres plus calme. Propre et bien desservi.
Le quartier possède beaucoup d'infrastructures sportives et de nombreux commerces."
384,26/04/2021,15,john,5,0,5,5,5,5,"J'ai habité 10  ans dans cet arrondissement et j'y ai été très heureux surtout à la motte piquet grenelle, le quartier est vraiment  super, des restaurants, le champ de mars, très bien desservi par le métro"
385,13/04/2021,15,gdo,2.8,1,2,3,3,2,"C'est un Quartier dynamique, ouvert et généreux.
Beaucoup d'activité pour tout les ages,disponibles à la mairie ou dans des associations"
386,09/04/2021,15,kenza31,4,4,4,4,4,4,"Je regrette que les services de police ne sont pas assez présents pour réguler tout écart de comportement, surtout la nuit !"
387,07/04/2021,15,enzo32,3.2,4,3,3,3,2,"Les services de police ne sont pas assez présents, surtout la nuit quand il s'agit de dénoncer les tapages nocturnes de certains habitants !"
388,04/04/2021,15,François ,4.4,2,4,4,4,5,"Pour la vie culturelle c' est top!
Pour profiter de la nature  c'est bof!
A Paris on est citoyen du monde, on peut cotoyer des gens de toutes les culture de tous les horizons , c est enrichissant +++"
389,01/04/2021,15,mathilde ,3.4,3,4,3,3,3,"Mon quartier est très bien désservi niveau transports, on y trouve beaucoup de commerce, assez vert, agréable à vivre"
390,27/03/2021,15,Kévin,2.6,0,3,3,3,2,"J'ai pas trop confiance de sortir, beaucoup de vols, d'agressions. C'est difficile de se sentir en sécurité"
391,12/03/2021,15,leila3009,5,0,5,5,5,5,Ville propre mais peu mieux faire cependant j'ai de plus en plus de mal a sortir le soir ce n'est plus t
392,11/03/2021,15,titix,4.2,3,5,2,2,5,"Quartier qui était propre et sécurisant il y à quelques années. De plus en plus de sdf alcooliques, sensation d'insécurité, saleté!! "
393,06/03/2021,15,Colette,4,0,4,4,4,2,"Les parcs et espaces verts sont très appréciables ainsi que la multiplicité des boutiques et des magasins d'alimentation. Une offre diversifiée très importante. 
Des musées divers et d'excellente qualité .... un vrai régal !
Négatif : La réduction des espaces piétons, des trottoirs me désole . Être piéton sans être heurté par un vélo, un skate, des patins à roulettes, des trottinettes ! La marche est bon marché, écolo et entretien la forme physique. En outre penser aux gens âgés marchant en déambulateurs, aux handicapés et aux bébés dans les poussettes."
394,01/03/2021,15,iZam,4.6,0,5,5,5,3,"C'était quand même mieux avant, non ? Quelle triste époque.
Mais tenons la barre, il fera beau l'été prochain..."
395,09/02/2021,15,Yvette ,2.8,4,2,3,3,3,"Une info ,toute les années en périodes des, intempéries (aujourd'hui 09 février 2021) ce matin neige légèrement tombée. au niveau du boulevard Lefèvre église saint Antoine de padou jamais vos équipes mettent sel ,pour les périodes hivernales, neige ,verglas pensez il y a des personnes qui empruntent ce trottoir. merci ,car dans les jours à venir ,c'est une patinoire merci de faire le nécessaire avant le mauvais temps"
396,03/02/2021,15,Etienne75015,3.4,0,3,4,4,3,"Quartier Javel / Citroen super, beaucoup de commerces, de restaurants de tout type et à tout prix, nombreux transports, nombreux parcs, nombreuses installations sportives, piscines et bibliothèques.
Belle promenade plantée sur la petite ceinture.
Pistes cyclables en développement.
Les habitants sont chic, pas de racailles."
397,22/01/2021,15,Théodore,3.2,0,3,3,3,3,"Enormement de commerces dans le XVème arrondissement. Très bien desservi par les transports en commun.
On peut regretter le manque de bars pour les étudiants qui préfèreront la rive gauche parisienne ou le quartier de Montparnasse"
398,10/01/2021,15,abinayou,3.6,3,4,3,3,2,"Aspects positifs: deplacement facile, beaucoup de commerces, bars, restaurants, proche de la tour eiffel 
négatifs : beaucoup de touristes, logement chères, parking très couteux et peu disponible"
399,22/12/2020,15,Jean-Marie,3.6,0,5,3,3,3,"Quartier Convention / Vaugirard / Saint Lambert très agréable. Des commerces, des écoles, des restaurants et des cafés."
400,15/12/2020,15,Will60220 ,4.2,0,4,3,3,5,La plus jolie ville du monde certes mais aussi pas forcément celle où l'on se sent en sécurité partout. 
401,13/12/2020,15,Anouck,4.4,3,5,4,4,4,"Ville avec les commerces et infrastructures 
mais sécurité à améliorer quartier dynamique et vivant ."
402,03/12/2020,15,Isadoraisa,5,0,5,5,5,5,"Un quartier agréable, cosmopolite. Bien desservi par les transports et la gare. 
Une agréable vie de quartiers dans quelques endroits, parfois une ville plus dortoir dans d’autres. 
Les loyers sont excessifs comme dans toute la ville malheureusement. "
403,03/12/2020,15,Alexandra,4.6,0,5,4,4,5,"Arrondissement sympathique, mais tout dépend des zones. Comme on est à Paris on sent que l'air est pollué. "
404,30/11/2020,15,Lola,2.2,4,4,1,1,1,Il s'agit d'un quartier très commerçant et très vivant mais qui manque d'espaces verts. Les parcs sont souvent bondés.
405,18/11/2020,15,Kerly,5,0,5,5,5,5,Le point positif c'est d'avoir pleins petits magasins aux alentours le point négative ces qu'il y a pas assez de parc 
406,06/11/2020,15,Anna,5,0,5,5,5,5,"Le 15è est un des ""villages"" de Paris où il fait bon vivre. Commerces, écoles, transports... tout est à la porte"
407,30/06/2020,15,Vévaire,2.8,4,3,3,3,0,"Génial, il y a tout.
Le seul problème, c’est le coût du logement. Même les espaces verts et les espaces de sport sont disponibles et le développement des vélos offre des possibilités de déplacement professionnel ou de loisir complètement nouvelles. La difficulté est maintenant d’assurer la coexistence entre les différents modes de déplacement. En effet, les schémas de circulation deviennent compliqués, surtout pour les piétons, les modes doux se croient tout permis et les distinctions sociales apparaissent encore plus visiblement."
408,03/05/2020,15,Tink82,4.2,0,5,4,4,3,"Excellent quartier. La vraie vie Parisienne telle qu'on l'espère. Très bonne municipalité qui oeuvre dans sa mairie et au plus près des habitants. Confort de vie, sécurité optimale, beaucoup de commerces, très bonnes écoles, bonne couverture médicale (Necker/Pasteur/Pompidou/ Beaucoup de médecins et cabinets médicaux). Beaucoup de crèches. Quartier de familles qui travaillent. Artisans sympas. Proximité avec le 6eme et le 7eme arrondissement. Le 15 eme est un grand village où il fait bon vivre et où on se sent chez soit. "
409,26/07/2020,16,Daniel,4,0,4,5,5,3,"Tout est toujours bondé, impossible de se déplacer et pour aller où? j'habite à 2 pas du bois de boulogne mais je n'y vais jamais, il y  a tellement de monde aux beaux jours que c'est un vrai cauchemar."
410,23/02/2022,16,Pheef,3.6,5,2,5,5,2,"16éme Nord, quartier très agréable à vivre. Vie calme dans un environnement vert avec de nombreux parcs et jardins. Point négatif, la vie du quartier manque parfois d'animation. "
411,02/02/2022,16,eric38268,3,0,4,3,3,4,"Cet arrondissement est essentiellement résidentiel mais néanmoins visité par les touristes pour ses nombreux musées et ses lieux remarquables comme le Trocadéro ou le bois de Boulogne. Il abrite le plus grand nombre d'ambassades et de consulats de Paris ainsi que des installations sportives célèbres dans le monde entier, comme le Parc des Princes ou le stade Roland-Garros. Du fait de son éloignement du centre de Paris, son histoire est récente, pendant longtemps rurale et simplement fondée sur trois anciens villages. Il y reste peu d'immeubles à vocation historique. En comptant les centaines d'hectares du bois de Boulogne, le 16e arrondissement est le plus vert de la capitale."
412,15/01/2022,16,Patat,2.4,0,1,4,4,1,"Le métro est utile pour se déplacer facilement, l'insécurité pour les femmes est insupportable                                   "
